-65.0869	14.8951	-2.3468
202.155	2.2571	-0.73366
238.452	9.91179	-0.454067
246.84	2.88963	-3.2927
259.949	19.9713	-3.24202
177.272	8.59626	-0.249318
159.055	-1.15548	-2.43695
129.85	5.57314	-9.505
214.393	4.39421	-0.125358
214.049	4.00176	1.88304
197.745	-0.734646	-2.53325
-60.7011	2.19197	-1.48714
-35.4357	0.869321	1.90634
61.2828	-3.26549	-4.43931
-17.7839	7.01479	-0.809418
66.8541	2.25465	-5.61349
147.592	-3.63284	-0.982975
-67.8259	4.43274	-5.12309
134.881	12.0296	-2.64312
57.4703	3.69184	-9.17951
254.304	-1.8616	-2.07604
238.821	5.24823	-0.14824
221.419	6.122	1.21015
251.497	11.4539	-2.41371
260.699	4.37497	-0.361397
199.362	-0.682965	-0.168473
215.705	1.55697	-1.01523
-70.3603	10.6666	-2.82978
142.651	3.79741	-5.46836
-50.4782	9.31659	-1.65301
124.031	0.942317	-10.5092
-13.8781	1.37407	-1.24309
23.7137	6.0479	-6.51535
115.811	3.51265	-7.53471
247.301	2.9418	-3.09766
-68.3328	14.6492	-4.63059
-64.5073	-2.53374	0.852164
241.396	-1.79009	-1.87911
130.2	5.25743	-7.58299
-65.5338	14.8621	-1.99533
262.317	22.5029	0.226649
136.184	7.45015	-8.39949
64.7525	2.17766	-9.51482
-79.6502	-4.37752	-1.29054
58.298	1.04416	-7.50788
25.2727	0.731375	-4.90312
-20.276	5.49133	-0.325885
3.39288	9.43766	-2.87109
174.767	5.16135	-3.59146
-33.7267	3.02461	-0.790022
120.056	7.03886	-8.08715
142.553	-4.0632	-5.59222
196.732	-3.89166	2.64452
260.081	12.8245	-4.14203
236.516	3.4837	-0.686607
18.6117	2.69921	-2.03237
-83.1928	18.7059	-2.91315
50.6208	4.3643	-6.3973
-80.2054	0.63895	-2.60325
52.3951	3.8047	-8.32934
244.551	9.59764	-1.65605
104.568	7.21696	-6.94323
-74.8307	-3.12891	-0.405163
64.896	1.37327	-7.16869
-77.6126	-4.58787	0.388191
193.894	12.2392	-1.37116
164.412	-4.0596	-5.09217
20.8107	5.97317	-2.72834
244.134	8.7284	-4.42876
-20.8743	1.70493	-1.09167
-25.0607	-4.07248	-1.21206
244.439	-7.21475	-1.53246
264.03	18.1508	-1.76385
2.10127	11.9093	1.49868
241.778	-7.03966	1.48644
-15.0241	6.24689	-0.255994
-53.8827	3.56433	0.454321
248.452	-0.0648184	-3.00391
-33.2231	5.46694	0.935099
-82.3109	19.284	-1.64951
-73.9453	14.434	-1.86359
23.9136	-0.787927	-2.70956
-81.7505	18.3092	-0.503058
-20.6604	1.39595	0.803598
254.416	-2.45995	-2.0691
249.563	8.07138	-2.90061
156.111	4.68773	-5.48709
123.265	3.51586	-6.65923
261.575	0.170597	-3.98341
143.951	-4.0638	-5.52265
-65.7259	3.50186	-2.33861
